,quorum_campinas_sp,quorum_birigui_sp,quorum_mogi_das_cruzes_sp,quorum_santo_andre_sp,quorum_maua_sp,quorum_sao_vicente_sp,quorum_aruja_sp,quorum_itapeva_sp,quorum_braganca_paulista_sp,quorum_lorena_sp,quorum_salto_sp,quorum_guaratingueta_sp,quorum_votuporanga_sp,quorum_ibiuna_sp,quorum_catanduva_sp,quorum_pindamonhangaba_sp,quorum_praia_grande_sp,quorum_cajamar_sp,quorum_sumare_sp,quorum_sao_jose_dos_campos_sp,quorum_paulinia_sp,quorum_barueri_sp,quorum_sao_sebastiao_sp,quorum_rio_claro_sp,quorum_cotia_sp,quorum_guarulhos_sp,quorum_assis_sp,quorum_osasco_sp,quorum_taboao_da_serra_sp,quorum_leme_sp,quorum_limeira_sp,quorum_araras_sp,quorum_marilia_sp,quorum_caraguatatuba_sp,quorum_jundiai_sp,quorum_vinhedo_sp,quorum_constituicao,quorum_sao_paulo_sp,quorum_sao_bernardo_do_campo_sp,quorum_tatui_sp,quorum_diadema_sp,quorum_varzea_paulista_sp,quorum_jau_sp,quorum_sao_caetano_do_sul_sp,quorum_jandira_sp,quorum_itapetininga_sp,quorum_aracatuca_sp,quorum_itapecerica_da_serra_sp,quorum_cruzeiro_sp,quorum_caieiras_sp,quorum_poa_sp,quorum_ubatuba_sp,quorum_itu_sp,quorum_mogi_mirim_sp,quorum_cubatao_sp,quorum_hortolandia_sp,quorum_valinhos_sp,quorum_lins_sp,quorum_embu_das_artes_sp,quorum_sao_carlos_sp,quorum_mairipora_sp,quorum_atibaia_sp,quorum_bauru_sp,quorum_franca_sp,quorum_guaruja_sp,quorum_sao_jose_do_rio_preto_sp,quorum_ferraz_de_vasconcelos_sp,quorum_votorantim_sp,quorum_mogi_guacu_sp,quorum_itanhaem_sp,quorum_franco_da_rocha_sp,quorum_sao_roque_sp,quorum_sao_joao_da_boa_vista_sp,quorum_ourinhos_sp,quorum_botucatu_sp,quorum_santana_de_parnaiba_sp,quorum_suzano_sp,quorum_sertaozinho_sp,quorum_taubate_sp,quorum_cacapava_sp,quorum_indaiatuba_sp,quorum_sorocaba_sp,quorum_bebedouro_sp,quorum_santos_sp,quorum_carapicuiba_sp,quorum_itatiba_sp,quorum_itaquaquecetuba_sp,quorum_avare_sp,quorum_araraquara_sp,quorum_ribeirao_pires_sp,quorum_campo_limpo_paulista_sp,quorum_piracicaba_sp,quorum_barretos_sp,quorum_francisco_morato_sp,quorum_ribeirao_preto_sp,quorum_americana_sp,quorum_itapevi_sp,quorum_presidente_prudente_sp,quorum_jacarei_sp,quorum_matao_sp,quorum_santa_barbara_doeste_sp
quorum_limeira_sp,0.73478675,0.6963264,0.6914397,0.66962004,0.68224204,0.77576673,0.80029356,0.7293457,0.76094145,0.71027267,0.69910926,0.6380763,0.6788746,0.70066404,0.62582386,0.6746026,0.5780735,0.74024534,0.7563096,0.76952,0.37824672,0.7693967,0.77599907,0.27970603,0.7646548,0.5837565,0.7088319,0.51788807,0.6494819,0.6107346,1.0000001,0.699453,0.6587252,0.5413784,0.7608565,0.9121549,0.49142647,0.76057136,0.72872174,0.65075415,0.7930227,0.7505691,0.6576319,0.73852485,0.6259873,0.5511211,0.7190184,0.5744655,0.6330118,0.7042546,0.5875256,0.5602235,0.6789372,0.7001101,0.71778125,0.7655549,0.7696985,0.6861979,0.80778193,0.71677554,0.6884899,0.7211486,0.5739273,0.7622541,0.7778979,0.8007803,0.8239566,0.5129372,0.79429173,0.6742178,0.59307635,0.6582135,0.71364826,0.59682536,0.66194606,0.70126194,0.6175875,0.7114544,0.43020517,0.7361988,0.58057714,0.7595779,0.76198745,0.67257977,0.58231556,0.6553442,0.6575686,0.6258954,0.69473165,0.5159129,0.7587028,0.57840484,0.59897923,0.54214877,0.7708094,0.7129662,0.65654206,0.55727553,0.5938321,0.74466807,0.610785
quorum_araras_sp,0.67625344,0.67845607,0.63766134,0.6703259,0.59230024,0.74158704,0.6278142,0.6241168,0.7491482,0.7171241,0.61589634,0.5685315,0.4846024,0.6361302,0.6628237,0.55022246,0.67917067,0.73524386,0.7766121,0.79613245,0.486614,0.624056,0.7349606,0.5055522,0.6825899,0.5664879,0.666404,0.6190972,0.5585898,0.5083871,0.699453,1.0,0.53858036,0.5292447,0.75155866,0.73633647,0.62348676,0.7714833,0.747351,0.7572334,0.82705325,0.6793063,0.7033799,0.7614733,0.71560884,0.6028443,0.60513353,0.62653613,0.6655841,0.7200424,0.7105782,0.515059,0.6224017,0.5818669,0.558815,0.6933612,0.68328035,0.63389224,0.67775893,0.75059587,0.5723387,0.62203836,0.58854115,0.73031855,0.8578727,0.72926486,0.76534325,0.571111,0.7353241,0.7018549,0.60806656,0.6355597,0.6911175,0.55334604,0.69755083,0.6004189,0.6573117,0.7206164,0.4890839,0.65119195,0.6395713,0.73294675,0.76403886,0.7010484,0.6728507,0.6321919,0.70319957,0.590472,0.7265215,0.587564,0.76322514,0.63766176,0.5638882,0.6575433,0.7663685,0.787335,0.65431434,0.59955746,0.591839,0.65906096,0.6836214
quorum_marilia_sp,0.7629888,0.6460897,0.58221203,0.6032945,0.59584594,0.65134495,0.760018,0.68892527,0.5860482,0.6597484,0.5969084,0.6083265,0.7051879,0.74547094,0.69867414,0.61343527,0.4031888,0.67501783,0.6092664,0.5966472,0.40697956,0.6981156,0.63260245,0.2275464,0.560812,0.5199186,0.58936536,0.4268127,0.58343935,0.5547712,0.6587252,0.53858036,1.0000001,0.6837459,0.55004215,0.60185933,0.502284,0.6309078,0.60682845,0.63784456,0.60002124,0.62230664,0.66912293,0.61186963,0.5811291,0.52357495,0.6889852,0.55978197,0.6574141,0.5974028,0.5862436,0.63818157,0.63829625,0.61926615,0.68563473,0.7062836,0.60082245,0.7556844,0.63357365,0.5981221,0.70909345,0.6196124,0.74757147,0.6148006,0.64898825,0.6781521,0.6793083,0.54538596,0.617857,0.7544757,0.5817896,0.60307634,0.72937864,0.494793,0.7124002,0.6094718,0.48162228,0.70110846,0.46114403,0.6392379,0.5308245,0.68981254,0.7045794,0.58631957,0.5761138,0.68545866,0.5491973,0.65101594,0.64239144,0.55460167,0.6559666,0.53721666,0.54130584,0.6388855,0.64569694,0.5458632,0.62949044,0.62506,0.4435056,0.6409757,0.48748106
quorum_caraguatatuba_sp,0.69211125,0.7196497,0.40317833,0.5272237,0.49027687,0.5512552,0.59048843,0.59316874,0.57419586,0.64303446,0.5597737,0.4526858,0.7751544,0.66859293,0.6663364,0.5917417,0.38796747,0.6749178,0.54087776,0.5800556,0.36331308,0.63237494,0.6089338,0.2716568,0.42633277,0.4990955,0.5684129,0.4347835,0.5490761,0.53910553,0.5413784,0.5292447,0.6837459,0.99999976,0.5452014,0.46796438,0.5333735,0.545731,0.56593865,0.6321063,0.58018947,0.54628336,0.62351775,0.5675305,0.67300963,0.48732287,0.554796,0.4985767,0.57731974,0.6149148,0.48458356,0.674568,0.5197856,0.62297875,0.51358414,0.67927337,0.62362003,0.64711326,0.58258367,0.58415306,0.59719896,0.53750914,0.75812256,0.6898068,0.64411914,0.60069925,0.6948197,0.43455184,0.60599613,0.74944323,0.48948586,0.5186822,0.5915976,0.470955,0.7574575,0.56979513,0.44066653,0.6324009,0.43864894,0.7797127,0.45002344,0.6089531,0.5767887,0.46921414,0.65841275,0.58436584,0.5047334,0.62284815,0.6498861,0.44069052,0.652789,0.48367417,0.3890983,0.6638832,0.6465409,0.5335443,0.47547108,0.44796896,0.50389034,0.6768303,0.4465316
quorum_jundiai_sp,0.67158973,0.787174,0.510792,0.69395435,0.6900522,0.8228719,0.6148221,0.63146496,0.82224745,0.8248571,0.6434128,0.6357335,0.51238674,0.5841032,0.70820963,0.58315,0.67853546,0.7930351,0.8264198,0.8364533,0.48189995,0.6591852,0.7775559,0.43745077,0.68079877,0.5618187,0.66078556,0.54843485,0.5896987,0.4560096,0.7608565,0.75155866,0.55004215,0.5452014,1.0000004,0.77109253,0.6416812,0.7795352,0.83188766,0.70172894,0.8681948,0.779076,0.69555974,0.8358377,0.6534517,0.57650054,0.6097204,0.6041458,0.6041275,0.76623046,0.73053443,0.5693227,0.64519954,0.71715903,0.58609295,0.6473069,0.7636926,0.6265904,0.7140912,0.8071251,0.5671565,0.6465899,0.58241326,0.71286047,0.796189,0.7928078,0.82346904,0.5702746,0.7328974,0.70235133,0.5706959,0.6288924,0.6985029,0.62379885,0.66552687,0.636387,0.68834233,0.77033097,0.45134875,0.6855993,0.60075974,0.7837226,0.7515056,0.74834794,0.61049974,0.58708817,0.69922084,0.4738533,0.6779542,0.49848002,0.75716686,0.57464457,0.5521769,0.5965618,0.87233245,0.81034744,0.5641277,0.5829457,0.56916595,0.6624507,0.6172478
quorum_vinhedo_sp,0.7070272,0.63699216,0.6809518,0.6796193,0.6858182,0.74358296,0.7747261,0.73280454,0.7072735,0.6793956,0.69873106,0.6486571,0.61486053,0.678681,0.635803,0.68345237,0.6134509,0.6882166,0.70980096,0.7313318,0.45027283,0.67065805,0.69421685,0.37739873,0.7671875,0.6227079,0.6911429,0.5444055,0.6552415,0.5961885,0.9121549,0.73633647,0.60185933,0.46796438,0.77109253,1.0000002,0.54751897,0.75996375,0.7230871,0.6572045,0.7942352,0.76896465,0.6554516,0.738202,0.64320916,0.57906735,0.7135322,0.60758466,0.6592064,0.6611273,0.654825,0.50379497,0.708973,0.68775785,0.69204926,0.689258,0.75172746,0.66716766,0.74893,0.7045234,0.66233015,0.69999355,0.55805033,0.672922,0.7790249,0.7518442,0.7761184,0.53284156,0.6901884,0.66823,0.6166818,0.6233226,0.69654584,0.5862626,0.6055876,0.6988343,0.6943419,0.6890514,0.47660193,0.63519263,0.6129556,0.73025626,0.7529018,0.69109124,0.57160544,0.64277744,0.6827891,0.5823126,0.6632353,0.5657496,0.69161355,0.6400814,0.6182828,0.55233586,0.74613035,0.7517022,0.67101777,0.5853381,0.54959965,0.63875496,0.66483456
quorum_constituicao,0.6074177,0.6336418,0.52095777,0.66598094,0.60865843,0.60017383,0.55307746,0.60993004,0.5688619,0.6423444,0.5954349,0.58084226,0.5251474,0.526466,0.6412108,0.5520502,0.55172837,0.6060518,0.64836085,0.6365527,0.5339358,0.52701026,0.56554365,0.4272617,0.57547224,0.50106245,0.52388984,0.4771717,0.5281027,0.4465348,0.49142647,0.62348676,0.502284,0.5333735,0.6416812,0.54751897,1.0000001,0.6213131,0.647483,0.6614319,0.64349985,0.6166252,0.6814934,0.6436426,0.5070007,0.53164494,0.55378985,0.5009625,0.648016,0.64728415,0.6986457,0.5488338,0.6594872,0.5806999,0.5219347,0.568897,0.57123905,0.59645116,0.5264316,0.637015,0.52522767,0.5886626,0.5926555,0.5491092,0.60714775,0.5727375,0.60434943,0.62582725,0.5302869,0.66877764,0.60488725,0.51931524,0.60150504,0.5258265,0.64268625,0.594941,0.57913846,0.6191098,0.4253499,0.4854292,0.59448564,0.64258665,0.57004786,0.6809418,0.5278746,0.55130285,0.6437291,0.43493518,0.6318514,0.47591648,0.5941041,0.53064686,0.5043838,0.7071842,0.6219082,0.55511165,0.52367055,0.5308641,0.3893499,0.5563992,0.52573365
quorum_sao_paulo_sp,0.7654784,0.75554806,0.63299656,0.8561486,0.6556679,0.9470406,0.69566625,0.70465815,0.79791987,0.8359813,0.69190526,0.7640465,0.5315987,0.74224156,0.638111,0.64670384,0.6228117,0.79109824,0.8252739,0.86759007,0.5618736,0.6979201,0.8205302,0.42249587,0.71052575,0.6584444,0.6882712,0.53495455,0.650993,0.524016,0.76057136,0.7714833,0.6309078,0.545731,0.7795352,0.75996375,0.6213131,1.0,0.92061615,0.8026562,0.85468405,0.7541394,0.72198945,0.93109334,0.71112466,0.62189233,0.6441346,0.6355205,0.7097647,0.73916286,0.7100941,0.5599716,0.6753307,0.64978033,0.7007132,0.7600198,0.7815774,0.7185037,0.77627385,0.90207887,0.66821283,0.70829904,0.59296167,0.7635597,0.86992013,0.92718124,0.8294889,0.6534182,0.8064424,0.76115155,0.7628442,0.78971845,0.8740445,0.5090038,0.6950995,0.66962373,0.60898113,0.84100276,0.4536338,0.6963823,0.8166121,0.8336266,0.8030796,0.8888298,0.6246323,0.7115887,0.81299216,0.56752026,0.75108683,0.538489,0.8044389,0.6347369,0.65064776,0.6484243,0.84377784,0.73103184,0.6468789,0.6432307,0.57687557,0.7154933,0.7412864
quorum_sao_bernardo_do_campo_sp,0.7442995,0.84537184,0.6234906,0.83685327,0.6542187,0.95273316,0.69032747,0.710883,0.8324543,0.88582873,0.68566114,0.7098562,0.55952036,0.6851579,0.6776258,0.64356226,0.5941719,0.8362848,0.8164245,0.85089374,0.49385434,0.6901543,0.8100486,0.45109957,0.71752906,0.66148543,0.72412103,0.49412656,0.6461144,0.4690199,0.72872174,0.747351,0.60682845,0.56593865,0.83188766,0.7230871,0.647483,0.92061615,1.0000002,0.8107537,0.87382627,0.79917645,0.71486163,0.9955777,0.7307255,0.60153997,0.64154935,0.61950535,0.67229664,0.79664063,0.6836081,0.56209505,0.6644001,0.7262305,0.6685637,0.72492015,0.7816917,0.6891806,0.7815074,0.96247727,0.63502777,0.67830575,0.6343903,0.741319,0.83523524,0.92256904,0.85392094,0.6186278,0.7719987,0.77300996,0.741048,0.69033456,0.8341134,0.56560284,0.760568,0.67087936,0.62570035,0.84664583,0.40499836,0.68788373,0.7596797,0.8299113,0.756688,0.9249174,0.6185722,0.6999961,0.8104871,0.5483433,0.7750149,0.55783916,0.829593,0.57187545,0.6201155,0.6160121,0.8903919,0.7508765,0.61020815,0.6414161,0.5406834,0.7355242,0.75024295
quorum_tatui_sp,0.81399703,0.8012834,0.6127068,0.82071817,0.6430087,0.7851264,0.7262326,0.76350033,0.7200725,0.794038,0.75032824,0.68019927,0.61118054,0.70749307,0.72893685,0.6860381,0.57338434,0.7604116,0.70739245,0.76049507,0.5035301,0.6884845,0.68352246,0.46408325,0.63605,0.66595757,0.649408,0.52804077,0.7121395,0.51371986,0.65075415,0.7572334,0.63784456,0.6321063,0.70172894,0.6572045,0.6614319,0.8026562,0.8107537,1.0000001,0.7599243,0.79886097,0.78526086,0.80664736,0.69794375,0.60785794,0.7395456,0.52699757,0.76185846,0.7195301,0.7384645,0.58851016,0.7454645,0.6269754,0.67906487,0.7539609,0.68349516,0.702438,0.7589148,0.80037683,0.73189414,0.73975766,0.69443166,0.7204417,0.78237766,0.78499335,0.7278738,0.6647548,0.6773206,0.7622999,0.75037265,0.6544905,0.7617835,0.5128143,0.76883125,0.7332952,0.60496175,0.7317101,0.44064358,0.6225439,0.7947676,0.7566358,0.73749495,0.8314858,0.6490413,0.7797718,0.8050082,0.59724,0.7528696,0.61886823,0.7099068,0.59364843,0.63079417,0.7432183,0.7689589,0.68904155,0.6636574,0.60247827,0.49743217,0.74918956,0.70656556
quorum_diadema_sp,0.7389983,0.800947,0.6092739,0.7527145,0.6663424,0.8748814,0.68925107,0.67593306,0.8786448,0.857357,0.6464273,0.6824677,0.526623,0.6691463,0.6979786,0.6335608,0.6770359,0.8234215,0.8402662,0.8787944,0.55146706,0.71168786,0.84639204,0.44609326,0.72832185,0.6186557,0.72869015,0.5830149,0.6213492,0.5104589,0.7930227,0.82705325,0.60002124,0.58018947,0.8681948,0.7942352,0.64349985,0.85468405,0.87382627,0.7599243,1.0,0.78042865,0.70695174,0.87850535,0.72729343,0.60334015,0.6413591,0.6318792,0.70316267,0.802032,0.7315234,0.590193,0.6841984,0.6851952,0.68659496,0.7344518,0.8170333,0.68723154,0.78141594,0.85742736,0.6256985,0.68222654,0.6046572,0.80303633,0.9047048,0.8397974,0.86751354,0.62612474,0.8241708,0.81238246,0.66301125,0.7302686,0.742267,0.5869045,0.76245964,0.6327282,0.6868237,0.8350216,0.50062644,0.75043267,0.68260556,0.8438077,0.8116,0.7885954,0.67075986,0.64127874,0.7699735,0.5701306,0.77845836,0.5537188,0.84990275,0.5887762,0.56924,0.64879537,0.9035235,0.8231311,0.65267175,0.6101601,0.59720814,0.6894562,0.6801733
quorum_varzea_paulista_sp,0.7481549,0.7964791,0.5987549,0.7506967,0.6784287,0.7744681,0.7787772,0.8730148,0.76711214,0.8010638,0.81591254,0.6723906,0.6386528,0.67723787,0.65655243,0.75116885,0.5621536,0.7781967,0.7271658,0.75160193,0.40657443,0.72874695,0.72219366,0.41370714,0.7246939,0.6202023,0.6705745,0.4465097,0.8113433,0.47500032,0.7505691,0.6793063,0.62230664,0.54628336,0.779076,0.76896465,0.6166252,0.7541394,0.79917645,0.79886097,0.78042865,0.9999998,0.71480715,0.7878261,0.64143574,0.55379564,0.7825005,0.59600675,0.70948803,0.7277421,0.69914854,0.5397239,0.82658565,0.68200326,0.7487901,0.7165553,0.66825473,0.691471,0.8328887,0.76948434,0.74070704,0.7582138,0.6847025,0.6618712,0.7513194,0.78849036,0.7548896,0.6259272,0.690211,0.71337986,0.6902337,0.6098083,0.73042315,0.53974885,0.73545194,0.8164863,0.63725,0.76545686,0.40695462,0.6249696,0.6699896,0.79319215,0.7422326,0.7782262,0.5644001,0.7518029,0.750127,0.57632816,0.69802064,0.5563053,0.7225218,0.5927975,0.61215794,0.65014046,0.78217864,0.7264229,0.627076,0.60791504,0.44576064,0.70427454,0.6256666
quorum_jau_sp,0.8296541,0.7164881,0.6207034,0.7486993,0.8249939,0.7023061,0.74963343,0.7501302,0.6728105,0.71854866,0.7367059,0.6352134,0.6868367,0.711854,0.75508285,0.70175517,0.6856042,0.75185186,0.7103251,0.7040241,0.54494,0.6854913,0.7292228,0.40520388,0.6865858,0.6127707,0.6691891,0.5521445,0.6968893,0.50603795,0.6576319,0.7033799,0.66912293,0.62351775,0.69555974,0.6554516,0.6814934,0.72198945,0.71486163,0.78526086,0.70695174,0.71480715,0.9999999,0.7204386,0.7024142,0.6549287,0.7696153,0.5110495,0.70234597,0.7513749,0.8374951,0.69116795,0.78888476,0.60937196,0.68450105,0.73809206,0.60594034,0.71541905,0.7216027,0.68811303,0.74047905,0.7731472,0.71429324,0.70295644,0.77390385,0.71673864,0.7452687,0.6856271,0.719309,0.78488994,0.68264496,0.6492938,0.7818501,0.61377954,0.7496509,0.7443617,0.6571561,0.71141934,0.43286836,0.63594985,0.65168023,0.711516,0.7361378,0.73346376,0.63304496,0.7173321,0.65452963,0.6343378,0.72325957,0.6186221,0.7683178,0.698917,0.6261272,0.69601035,0.7100279,0.6415531,0.7418376,0.654608,0.6821492,0.7451898,0.62214315
quorum_sao_caetano_do_sul_sp,0.74281245,0.8329447,0.6224766,0.8445916,0.6519619,0.95557344,0.6892033,0.70089257,0.8383024,0.8805416,0.68285114,0.71155584,0.5566497,0.68387294,0.67589355,0.63173467,0.60114056,0.8393594,0.8260019,0.8551743,0.49823433,0.6863527,0.81681395,0.44855428,0.7329564,0.6522199,0.7194383,0.50475246,0.6370145,0.4698059,0.73852485,0.7614733,0.61186963,0.5675305,0.8358377,0.738202,0.6436426,0.93109334,0.9955777,0.80664736,0.87850535,0.7878261,0.7204386,1.0,0.7355851,0.6093738,0.63985384,0.62592494,0.6730516,0.79472554,0.6880908,0.57527554,0.6700443,0.72184753,0.66233015,0.72627985,0.7833425,0.6905172,0.78234553,0.9609889,0.64174473,0.6789013,0.6294879,0.7477577,0.8468024,0.9272078,0.8636852,0.6087234,0.78600186,0.76945496,0.7323218,0.70428395,0.84720564,0.5580088,0.75001705,0.6750009,0.61838377,0.84659386,0.41876268,0.7056391,0.75323296,0.8371508,0.76410806,0.9232234,0.62192464,0.6998735,0.8069682,0.5446282,0.7696235,0.55159223,0.83507335,0.5763705,0.62261856,0.62466645,0.9001627,0.7538798,0.61686164,0.64373493,0.5674104,0.7274234,0.74859893
quorum_jandira_sp,0.6808893,0.7205043,0.467917,0.65789783,0.52609956,0.71324015,0.61495394,0.648656,0.69214225,0.7450296,0.60701585,0.55125105,0.62769324,0.7027383,0.66903603,0.6626475,0.5902442,0.72561264,0.6390247,0.6979312,0.45698017,0.6300868,0.72175777,0.41423994,0.5686207,0.57820714,0.6637137,0.5060806,0.59232026,0.5005873,0.6259873,0.71560884,0.5811291,0.67300963,0.6534517,0.64320916,0.5070007,0.71112466,0.7307255,0.69794375,0.72729343,0.64143574,0.7024142,0.7355851,0.9999998,0.56503344,0.5774117,0.59196496,0.6204639,0.6657599,0.62916696,0.6173657,0.55951667,0.6984523,0.61052406,0.6667955,0.6816758,0.6481088,0.69374436,0.69706786,0.61446977,0.6321372,0.7164993,0.717419,0.85086274,0.71535397,0.737085,0.4976182,0.7221361,0.7249229,0.58937263,0.62853396,0.6699267,0.53739715,0.7342284,0.5832189,0.64279187,0.7015226,0.46476975,0.7308142,0.6249074,0.6652926,0.7425592,0.6552701,0.7681776,0.61217946,0.5720652,0.5817993,0.73739076,0.53554285,0.75026786,0.6102213,0.49410632,0.54013246,0.7344171,0.80665684,0.56295824,0.4951927,0.77663803,0.7252835,0.6492735
quorum_itapetininga_sp,0.5627683,0.5406144,0.5458621,0.56035376,0.5665393,0.5775747,0.56736493,0.5458976,0.54255366,0.61686546,0.54137385,0.554632,0.5387298,0.5235864,0.598528,0.40664357,0.57692385,0.5936425,0.6145778,0.5870157,0.701665,0.5002995,0.59756005,0.30236647,0.6146318,0.47926742,0.4955706,0.5946984,0.45655823,0.48022056,0.5511211,0.6028443,0.52357495,0.48732287,0.57650054,0.57906735,0.53164494,0.62189233,0.60153997,0.60785794,0.60334015,0.55379564,0.6549287,0.6093738,0.56503344,1.0000002,0.4874629,0.4601937,0.51744795,0.60695994,0.6748185,0.61374724,0.556085,0.56975806,0.5000047,0.6135362,0.54237866,0.56248516,0.49094242,0.5994546,0.44717073,0.5287788,0.496742,0.57634467,0.62202823,0.58680284,0.5783723,0.5786221,0.54656667,0.617538,0.5054722,0.5451615,0.5964611,0.5003319,0.55667037,0.48004588,0.58459884,0.6028966,0.4876475,0.49703807,0.56637955,0.5742533,0.62569416,0.5890353,0.56040794,0.58195126,0.5216296,0.5717459,0.59016895,0.43080637,0.6319871,0.7558123,0.49047896,0.60970646,0.61061555,0.56937313,0.68075943,0.4986884,0.5434176,0.5088178,0.54395354
quorum_aracatuca_sp,0.88174254,0.66609895,0.7050001,0.7143145,0.6895126,0.6526636,0.90337276,0.83970916,0.5966356,0.62170607,0.84736836,0.69014096,0.7193872,0.7757058,0.7781615,0.8251185,0.5218675,0.6738882,0.63162875,0.6337316,0.37626138,0.69137335,0.6348954,0.3745467,0.6589255,0.68452024,0.72548413,0.3914525,0.76259744,0.61237025,0.7190184,0.60513353,0.6889852,0.554796,0.6097204,0.7135322,0.55378985,0.6441346,0.64154935,0.7395456,0.6413591,0.7825005,0.7696153,0.63985384,0.5774117,0.4874629,0.99999976,0.45762876,0.8017104,0.71649855,0.7081299,0.5565271,0.8269944,0.6526149,0.7960452,0.7117807,0.54685664,0.80764085,0.75434005,0.6263994,0.89961636,0.8467592,0.6100639,0.6459857,0.651973,0.69056726,0.65466774,0.63686657,0.58985317,0.6693038,0.7071428,0.56727743,0.7516664,0.64035386,0.6877407,0.85490537,0.55195725,0.6812564,0.36738622,0.55130243,0.65998125,0.60322785,0.6719534,0.673735,0.668362,0.835358,0.68867886,0.67257774,0.7185205,0.74966615,0.6554953,0.5905863,0.67007875,0.6334017,0.60035115,0.59934074,0.66905284,0.7121165,0.47287554,0.73214304,0.6764226
quorum_itapecerica_da_serra_sp,0.5338861,0.5774169,0.49431592,0.51694393,0.46825802,0.6307982,0.52533436,0.5535419,0.63269925,0.6486379,0.5090059,0.5014194,0.45585996,0.57942057,0.524576,0.50408924,0.5073645,0.6159905,0.68535805,0.63465285,0.41478944,0.5974789,0.610986,0.3457728,0.52416253,0.42019767,0.5719502,0.5753102,0.5293616,0.39836517,0.5744655,0.62653613,0.55978197,0.4985767,0.6041458,0.60758466,0.5009625,0.6355205,0.61950535,0.52699757,0.6318792,0.59600675,0.5110495,0.62592494,0.59196496,0.4601937,0.45762876,0.99999964,0.50166655,0.61561096,0.51379246,0.51324904,0.49639702,0.56622016,0.50272083,0.6253513,0.60094744,0.561095,0.5597278,0.59451294,0.44313776,0.5003202,0.5880922,0.5764749,0.6605282,0.62305623,0.64993596,0.46552908,0.64409417,0.61648524,0.4706996,0.5385815,0.54564524,0.4441078,0.5938705,0.5005795,0.52619433,0.63592184,0.60229653,0.5946217,0.47926044,0.7237812,0.6448933,0.55501294,0.53578603,0.4753349,0.54241437,0.46113974,0.59711105,0.40891147,0.6239895,0.49864516,0.40509504,0.46789646,0.6667177,0.62029123,0.5169582,0.43879718,0.45773774,0.5946156,0.47797716
quorum_cruzeiro_sp,0.79053104,0.6546708,0.6890833,0.778788,0.6000734,0.6736819,0.7762223,0.7329726,0.6264298,0.6511023,0.7284455,0.7952,0.5965957,0.7354553,0.7448803,0.72384906,0.558445,0.6532676,0.6713519,0.7027507,0.55585176,0.67435825,0.6395407,0.48899287,0.6610843,0.6638711,0.67949915,0.48711228,0.6636057,0.5920812,0.6330118,0.6655841,0.6574141,0.57731974,0.6041275,0.6592064,0.648016,0.7097647,0.67229664,0.76185846,0.70316267,0.70948803,0.70234597,0.6730516,0.6204639,0.51744795,0.8017104,0.50166655,1.0000002,0.70306826,0.7264911,0.6000551,0.7999295,0.6377686,0.80933464,0.6761359,0.5912697,0.82298744,0.6888948,0.6780064,0.7431046,0.7631548,0.5817177,0.65805125,0.69361377,0.6859491,0.6467413,0.7160541,0.60462445,0.71709526,0.7731603,0.6330169,0.72796416,0.5963599,0.6959425,0.7054069,0.59218884,0.7180228,0.4847282,0.535336,0.7755879,0.656639,0.68388474,0.7347235,0.7084539,0.7644807,0.7866783,0.6289563,0.7255689,0.63671696,0.67616844,0.6041757,0.68850297,0.725279,0.63661873,0.62742436,0.6514412,0.7264261,0.4678229,0.6251415,0.664479
quorum_caieiras_sp,0.7270932,0.76657987,0.737893,0.74004376,0.6737561,0.7741237,0.71267474,0.6975049,0.7675936,0.7583629,0.73310876,0.66318154,0.63919556,0.71871275,0.7528807,0.6506336,0.6563004,0.7787951,0.81535435,0.8008006,0.48720634,0.72265244,0.84470063,0.44858527,0.73028356,0.6640495,0.8244413,0.5488384,0.63181806,0.55328345,0.7042546,0.7200424,0.5974028,0.6149148,0.76623046,0.6611273,0.64728415,0.73916286,0.79664063,0.7195301,0.802032,0.7277421,0.7513749,0.79472554,0.6657599,0.60695994,0.71649855,0.61561096,0.70306826,1.0000001,0.7292876,0.63390195,0.70482206,0.7077744,0.64933133,0.7480513,0.66071177,0.7404005,0.6983453,0.7794485,0.65034425,0.7534728,0.63597715,0.8165504,0.7605299,0.7759081,0.8043474,0.661026,0.7803626,0.7219423,0.6805128,0.6301807,0.7564394,0.8119781,0.754167,0.7229495,0.5845932,0.8004307,0.4525262,0.6871208,0.66225636,0.7297827,0.75673497,0.7373712,0.74713874,0.6755479,0.7312101,0.62675524,0.79650915,0.64518183,0.8891689,0.5992863,0.6482257,0.6660053,0.7874962,0.7159571,0.63103724,0.67583805,0.61000896,0.80873847,0.68706906
