,quorum_campinas_sp,quorum_birigui_sp,quorum_mogi_das_cruzes_sp,quorum_santo_andre_sp,quorum_maua_sp,quorum_sao_vicente_sp,quorum_aruja_sp,quorum_itapeva_sp,quorum_braganca_paulista_sp,quorum_lorena_sp,quorum_salto_sp,quorum_guaratingueta_sp,quorum_votuporanga_sp,quorum_ibiuna_sp,quorum_catanduva_sp,quorum_pindamonhangaba_sp,quorum_praia_grande_sp,quorum_cajamar_sp,quorum_sumare_sp,quorum_sao_jose_dos_campos_sp,quorum_paulinia_sp,quorum_barueri_sp,quorum_sao_sebastiao_sp,quorum_rio_claro_sp,quorum_cotia_sp,quorum_guarulhos_sp,quorum_assis_sp,quorum_osasco_sp,quorum_taboao_da_serra_sp,quorum_leme_sp,quorum_limeira_sp,quorum_araras_sp,quorum_marilia_sp,quorum_caraguatatuba_sp,quorum_jundiai_sp,quorum_vinhedo_sp,quorum_constituicao,quorum_sao_paulo_sp,quorum_sao_bernardo_do_campo_sp,quorum_tatui_sp,quorum_diadema_sp,quorum_varzea_paulista_sp,quorum_jau_sp,quorum_sao_caetano_do_sul_sp,quorum_jandira_sp,quorum_itapetininga_sp,quorum_aracatuca_sp,quorum_itapecerica_da_serra_sp,quorum_cruzeiro_sp,quorum_caieiras_sp,quorum_poa_sp,quorum_ubatuba_sp,quorum_itu_sp,quorum_mogi_mirim_sp,quorum_cubatao_sp,quorum_hortolandia_sp,quorum_valinhos_sp,quorum_lins_sp,quorum_embu_das_artes_sp,quorum_sao_carlos_sp,quorum_mairipora_sp,quorum_atibaia_sp,quorum_bauru_sp,quorum_franca_sp,quorum_guaruja_sp,quorum_sao_jose_do_rio_preto_sp,quorum_ferraz_de_vasconcelos_sp,quorum_votorantim_sp,quorum_mogi_guacu_sp,quorum_itanhaem_sp,quorum_franco_da_rocha_sp,quorum_sao_roque_sp,quorum_sao_joao_da_boa_vista_sp,quorum_ourinhos_sp,quorum_botucatu_sp,quorum_santana_de_parnaiba_sp,quorum_suzano_sp,quorum_sertaozinho_sp,quorum_taubate_sp,quorum_cacapava_sp,quorum_indaiatuba_sp,quorum_sorocaba_sp,quorum_bebedouro_sp,quorum_santos_sp,quorum_carapicuiba_sp,quorum_itatiba_sp,quorum_itaquaquecetuba_sp,quorum_avare_sp,quorum_araraquara_sp,quorum_ribeirao_pires_sp,quorum_campo_limpo_paulista_sp,quorum_piracicaba_sp,quorum_barretos_sp,quorum_francisco_morato_sp,quorum_ribeirao_preto_sp,quorum_americana_sp,quorum_itapevi_sp,quorum_presidente_prudente_sp,quorum_jacarei_sp,quorum_matao_sp,quorum_santa_barbara_doeste_sp
quorum_campo_limpo_paulista_sp,0.7478883,0.7548408,0.66661614,0.7220162,0.628368,0.8180555,0.7221942,0.6802952,0.8105276,0.80298215,0.6584245,0.63212675,0.61856914,0.7307846,0.6878249,0.5916945,0.6077428,0.8223431,0.8589965,0.8353108,0.46523762,0.7472887,0.9556456,0.4018538,0.732833,0.58722115,0.7517418,0.5832828,0.5950513,0.49231339,0.7587028,0.76322514,0.6559666,0.652789,0.75716686,0.69161355,0.5941041,0.8044389,0.829593,0.7099068,0.84990275,0.7225218,0.7683178,0.83507335,0.75026786,0.6319871,0.6554953,0.6239895,0.67616844,0.8891689,0.6778644,0.661613,0.6871868,0.6822463,0.6754494,0.782092,0.7264612,0.7244027,0.76149213,0.81412154,0.65576273,0.68989956,0.67315423,0.85087633,0.8650571,0.83912075,0.84118915,0.5843468,0.8640723,0.76006716,0.63621706,0.6856805,0.79990804,0.7097858,0.77512836,0.6462911,0.5291689,0.8286284,0.45727438,0.77596295,0.63873965,0.7769846,0.8009349,0.7196051,0.7085788,0.6917778,0.7188499,0.65539825,0.7563113,0.5250297,1.0,0.5868579,0.59992796,0.65530014,0.8387619,0.73484814,0.627856,0.63264215,0.7005093,0.7568302,0.6308334
quorum_piracicaba_sp,0.6395453,0.5699786,0.53215134,0.5890042,0.6014559,0.56329393,0.6507977,0.6230643,0.5169698,0.55837226,0.6466335,0.5584166,0.54012764,0.65614384,0.668442,0.5688902,0.65394175,0.53428686,0.59613544,0.69741595,0.73462313,0.5628518,0.56294453,0.33814907,0.59149426,0.54409814,0.5677089,0.5400317,0.52036035,0.5470085,0.57840484,0.63766176,0.53721666,0.48367417,0.57464457,0.6400814,0.53064686,0.6347369,0.57187545,0.59364843,0.5887762,0.5927975,0.698917,0.5763705,0.6102213,0.7558123,0.5905863,0.49864516,0.6041757,0.5992863,0.7021569,0.6393935,0.57388186,0.5602738,0.5798284,0.6195834,0.49745125,0.6301621,0.53076464,0.62838453,0.5434104,0.6153747,0.5326712,0.57701004,0.6296737,0.55120933,0.5684926,0.6348751,0.5388737,0.5876382,0.5820774,0.60360765,0.6165401,0.5215152,0.5250182,0.56709707,0.69236374,0.62684184,0.44336236,0.4722058,0.61545825,0.5593701,0.68448126,0.57695055,0.58719516,0.6193092,0.5667919,0.6934341,0.5942962,0.53838885,0.5868579,1.0,0.5156606,0.6109607,0.55137753,0.5843821,0.70046186,0.5134431,0.568861,0.55915064,0.61372375
quorum_barretos_sp,0.633904,0.5680289,0.64257467,0.71732664,0.62467605,0.5939412,0.67118084,0.6548567,0.58882594,0.5774089,0.64438033,0.7429168,0.4766531,0.6691983,0.5598197,0.56961507,0.5006493,0.61805654,0.5463985,0.52876365,0.41272488,0.5483781,0.5739565,0.37317133,0.67288554,0.58368397,0.5828903,0.41848248,0.56642306,0.50330764,0.59897923,0.5638882,0.54130584,0.3890983,0.5521769,0.6182828,0.5043838,0.65064776,0.6201155,0.63079417,0.56924,0.61215794,0.6261272,0.62261856,0.49410632,0.49047896,0.67007875,0.40509504,0.68850297,0.6482257,0.69616175,0.4322383,0.65521765,0.5500088,0.6991972,0.6036513,0.5078572,0.66762805,0.6200084,0.5583398,0.5856913,0.7054781,0.4486298,0.5457159,0.55424535,0.619224,0.6000513,0.6512939,0.57769465,0.5623394,0.677964,0.5669199,0.69442403,0.57470083,0.5868981,0.61912465,0.54981464,0.6443939,0.33703226,0.4378495,0.676615,0.5321137,0.6082789,0.6938429,0.535521,0.61482596,0.6252004,0.5283244,0.5876817,0.5760997,0.59992796,0.5156606,0.9999999,0.57125986,0.5440442,0.5394546,0.6822649,0.6504965,0.4251105,0.5799675,0.5866029
quorum_francisco_morato_sp,0.6776248,0.65324736,0.5548512,0.68746376,0.5860536,0.62579226,0.6748345,0.61940193,0.6135978,0.6731119,0.62461513,0.5788828,0.54946345,0.6412662,0.68385124,0.5459185,0.5380125,0.6221435,0.6651935,0.68593574,0.53578395,0.59799194,0.6299936,0.39173722,0.5880027,0.51690227,0.5266427,0.48713708,0.5353787,0.56387174,0.54214877,0.6575433,0.6388855,0.6638832,0.5965618,0.55233586,0.7071842,0.6484243,0.6160121,0.7432183,0.64879537,0.65014046,0.69601035,0.62466645,0.54013246,0.60970646,0.6334017,0.46789646,0.725279,0.6660053,0.697237,0.6536964,0.6864102,0.5518921,0.5719309,0.6556138,0.53278327,0.6927124,0.5782987,0.6426983,0.6149119,0.65420544,0.6218858,0.6158158,0.6505507,0.63305885,0.6197392,0.6146194,0.63080823,0.7044177,0.60630137,0.61097074,0.6753304,0.49401706,0.6975312,0.6129688,0.5477754,0.6716089,0.43749392,0.54199314,0.60892284,0.63871545,0.64881694,0.6360371,0.6097436,0.63545406,0.6488472,0.64148957,0.642122,0.49910071,0.65530014,0.6109607,0.57125986,0.9999999,0.6489209,0.5399735,0.6363555,0.5558205,0.45673335,0.57020223,0.50361955
quorum_ribeirao_preto_sp,0.72311616,0.8483995,0.56715846,0.7302244,0.64130294,0.88133544,0.66113865,0.652318,0.8694399,0.901677,0.6326839,0.6505336,0.58127105,0.6435824,0.7179066,0.5871153,0.6181262,0.85464364,0.8309935,0.8556372,0.48906407,0.7024158,0.8144933,0.41352144,0.69181836,0.5613684,0.6892959,0.57912195,0.590538,0.4813768,0.7708094,0.7663685,0.64569694,0.6465409,0.87233245,0.74613035,0.6219082,0.84377784,0.8903919,0.7689589,0.9035235,0.78217864,0.7100279,0.9001627,0.7344171,0.61061555,0.60035115,0.6667177,0.63661873,0.7874962,0.71220434,0.6396674,0.64966,0.7306372,0.60257936,0.7455863,0.8474407,0.6604314,0.76516134,0.8678599,0.6178875,0.6214207,0.668393,0.7647946,0.87192523,0.86629367,0.8927889,0.55627203,0.8377507,0.8100383,0.597177,0.70764637,0.7473882,0.5431658,0.76584923,0.6434083,0.6464175,0.85852146,0.49509043,0.78515285,0.62732303,0.8851422,0.7533593,0.7817769,0.6403302,0.6192112,0.70625067,0.5451518,0.74028105,0.5105179,0.8387619,0.55137753,0.5440442,0.6489209,1.0,0.78909737,0.6209696,0.5813945,0.590825,0.7278034,0.6307829
quorum_americana_sp,0.6336397,0.7047305,0.54012537,0.63724697,0.6485572,0.7479528,0.6219846,0.6396948,0.7047596,0.7438915,0.6377763,0.5907632,0.5097208,0.63273525,0.7217978,0.60402906,0.67484546,0.7218479,0.74043036,0.7431488,0.48872566,0.6379471,0.73201585,0.47814238,0.63345677,0.65042543,0.70305145,0.5916382,0.5563666,0.5061955,0.7129662,0.787335,0.5458632,0.5335443,0.81034744,0.7517022,0.55511165,0.73103184,0.7508765,0.68904155,0.8231311,0.7264229,0.6415531,0.7538798,0.80665684,0.56937313,0.59934074,0.62029123,0.62742436,0.7159571,0.73215604,0.5197146,0.58600765,0.70464563,0.5592303,0.630941,0.73775244,0.6365808,0.66243196,0.72962546,0.5644836,0.61334765,0.5961891,0.7349219,0.8161905,0.7387435,0.7448273,0.521142,0.6856193,0.67576396,0.5870111,0.5974923,0.65820587,0.63601357,0.64367247,0.61274517,0.76611793,0.7195308,0.4784613,0.6359778,0.6297759,0.720942,0.7445215,0.67714363,0.75945675,0.61170685,0.6351898,0.52365947,0.7207712,0.6441957,0.73484814,0.5843821,0.5394546,0.5399735,0.78909737,1.0,0.57160413,0.55568075,0.64773655,0.6719966,0.6899383
quorum_itapevi_sp,0.68701553,0.56219685,0.6223755,0.64428246,0.6709151,0.6160398,0.73165876,0.6459816,0.6325064,0.61680543,0.6112851,0.57140046,0.53616065,0.65855056,0.64655787,0.5502192,0.60896206,0.63412094,0.5747168,0.61968696,0.5751102,0.62122214,0.5791855,0.34649858,0.7482383,0.48496705,0.5704855,0.5822042,0.57542956,0.51199955,0.65654206,0.65431434,0.62949044,0.47547108,0.5641277,0.67101777,0.52367055,0.6468789,0.61020815,0.6636574,0.65267175,0.627076,0.7418376,0.61686164,0.56295824,0.68075943,0.66905284,0.5169582,0.6514412,0.63103724,0.7174387,0.621948,0.64204335,0.5463108,0.7145196,0.70654297,0.5845252,0.6436826,0.63693106,0.6099242,0.57989913,0.6615176,0.5415349,0.58095676,0.66460377,0.6308007,0.6327127,0.6588694,0.65145123,0.6630676,0.56456184,0.65871555,0.67368054,0.49828935,0.63568425,0.5897132,0.6838562,0.68320584,0.45834684,0.53378534,0.56680787,0.6267997,0.69749975,0.64014536,0.5795083,0.5997975,0.5836452,0.6609282,0.63806933,0.57893217,0.627856,0.70046186,0.6822649,0.6363555,0.6209696,0.57160413,0.9999999,0.6192944,0.5437772,0.6048425,0.52904415
quorum_presidente_prudente_sp,0.7013756,0.56844676,0.7219585,0.6595626,0.60700077,0.65010446,0.67818177,0.6172236,0.54693896,0.55054104,0.6261624,0.6422429,0.5119117,0.62953544,0.65951854,0.58990407,0.50667506,0.6012006,0.58835685,0.59616655,0.45681724,0.5578503,0.5771744,0.44592997,0.6645421,0.5851542,0.6168219,0.3745908,0.55804634,0.48072362,0.55727553,0.59955746,0.62506,0.44796896,0.5829457,0.5853381,0.5308641,0.6432307,0.6414161,0.60247827,0.6101601,0.60791504,0.654608,0.64373493,0.4951927,0.4986884,0.7121165,0.43879718,0.7264261,0.67583805,0.6672567,0.45768297,0.6599426,0.53254604,0.6502354,0.62041855,0.53289455,0.7126414,0.55664086,0.61915493,0.65635645,0.57775456,0.49035907,0.581393,0.5965674,0.65723276,0.6027175,0.67271906,0.54118896,0.63951594,0.676638,0.56505215,0.70825464,0.6016155,0.5899615,0.62904286,0.5084455,0.70199823,0.35222858,0.44891894,0.6272079,0.58510864,0.59898317,0.68156207,0.6147826,0.6589087,0.64169526,0.48764038,0.61136526,0.6298218,0.63264215,0.5134431,0.6504965,0.5558205,0.5813945,0.55568075,0.6192944,1.0000002,0.38395476,0.55363864,0.58646727
quorum_jacarei_sp,0.5178767,0.49073404,0.40803725,0.53622496,0.55558324,0.56760293,0.49787915,0.44417167,0.5674836,0.51700777,0.4863766,0.4483956,0.4589681,0.5704284,0.55302423,0.44339508,0.67203575,0.5320273,0.6341005,0.6045834,0.47229534,0.5530998,0.714515,0.2592973,0.5796143,0.40127546,0.5588301,0.556557,0.3900557,0.45078266,0.5938321,0.591839,0.4435056,0.50389034,0.56916595,0.54959965,0.3893499,0.57687557,0.5406834,0.49743217,0.59720814,0.44576064,0.6821492,0.5674104,0.77663803,0.5434176,0.47287554,0.45773774,0.4678229,0.61000896,0.59702563,0.6948091,0.47378612,0.5251847,0.51726377,0.5615876,0.55896485,0.5300128,0.5538153,0.539462,0.48723745,0.5739851,0.5467188,0.64902306,0.6947396,0.58055353,0.5785446,0.367095,0.6756722,0.46915302,0.3968929,0.53655255,0.56557715,0.5253788,0.5013954,0.4611538,0.5192324,0.55197585,0.4219196,0.6605053,0.45729905,0.51054555,0.6785952,0.48451227,0.6663334,0.49056712,0.45247942,0.46958816,0.5811476,0.3967526,0.7005093,0.568861,0.4251105,0.45673335,0.590825,0.64773655,0.5437772,0.38395476,1.0000002,0.5797788,0.5058825
quorum_matao_sp,0.8001354,0.7973529,0.6312933,0.68969977,0.6628344,0.7224839,0.71860594,0.7432684,0.7107639,0.77519554,0.78800565,0.58860147,0.7475496,0.7576904,0.6954744,0.7687218,0.53249425,0.8024588,0.6796877,0.69324446,0.35198802,0.79422426,0.7443563,0.31869066,0.6163414,0.6669102,0.84379053,0.46733886,0.65855765,0.58436877,0.74466807,0.65906096,0.6409757,0.6768303,0.6624507,0.63875496,0.5563992,0.7154933,0.7355242,0.74918956,0.6894562,0.70427454,0.7451898,0.7274234,0.7252835,0.5088178,0.73214304,0.5946156,0.6251415,0.80873847,0.6276732,0.5648125,0.62099355,0.7177448,0.6702939,0.812394,0.69614637,0.6761377,0.8012949,0.69730604,0.69052076,0.7922743,0.72125685,0.8038783,0.77406293,0.7610436,0.7814462,0.56635475,0.7882792,0.71053255,0.6758153,0.6086478,0.69332373,0.6548495,0.7597033,0.77742,0.5940014,0.7037003,0.3925738,0.77674025,0.64806354,0.7545609,0.7167664,0.72540647,0.72056043,0.65667474,0.6339366,0.66614413,0.83500654,0.6343223,0.7568302,0.55915064,0.5799675,0.57020223,0.7278034,0.6719966,0.6048425,0.55363864,0.5797788,0.9999998,0.7078362
quorum_santa_barbara_doeste_sp,0.68470216,0.6817845,0.66886187,0.7186448,0.6047449,0.72332287,0.6257305,0.6372013,0.54988456,0.64394903,0.7436229,0.62974286,0.52630085,0.66938007,0.70675385,0.7136837,0.5934578,0.6221634,0.61087877,0.67417574,0.5222366,0.57230365,0.6134531,0.40548858,0.58305776,0.88268757,0.7784653,0.4929761,0.5644065,0.5845407,0.610785,0.6836214,0.48748106,0.4465316,0.6172478,0.66483456,0.52573365,0.7412864,0.75024295,0.70656556,0.6801733,0.6256666,0.62214315,0.74859893,0.6492735,0.54395354,0.6764226,0.47797716,0.664479,0.68706906,0.6585014,0.46862504,0.6052388,0.6904004,0.5933871,0.6228217,0.6182469,0.64126897,0.6296108,0.7465952,0.6107277,0.68270326,0.5101762,0.64802325,0.70604074,0.71560836,0.6205919,0.5688411,0.55575067,0.5928139,0.8396872,0.52660054,0.69336617,0.63762033,0.56277925,0.67743707,0.6457685,0.61140674,0.3983534,0.513686,0.845787,0.6110884,0.63302726,0.76055145,0.6700942,0.75652754,0.7116301,0.5618862,0.75759125,0.7413361,0.6308334,0.61372375,0.5866029,0.50361955,0.6307829,0.6899383,0.52904415,0.58646727,0.5058825,0.7078362,1.0000001
